Yas,Gelir,Vade,Kriz_Tepkisi,Risk_Profili
60,49000,long,sell,Defansif
57,66000,medium,buy,Dengeli
59,67000,medium,hold,Dengeli
42,33000,long,hold,Dengeli
56,61000,medium,hold,Agresif
52,45000,short,buy,Agresif
20,17000,short,hold,Defansif
67,35000,medium,buy,Agresif
54,17000,short,hold,Defansif
61,74000,medium,sell,Defansif
61,58000,long,buy,Agresif
68,41000,short,sell,Defansif
47,85000,long,buy,Agresif
55,51000,medium,hold,Dengeli
51,17000,long,hold,Dengeli
29,39000,long,hold,Agresif
36,90000,short,sell,Defansif
54,33000,medium,sell,Defansif
61,56000,short,buy,Dengeli
66,68000,long,buy,Dengeli
34,64000,long,sell,Dengeli
27,111000,medium,buy,Agresif
74,20000,medium,buy,Defansif
72,23000,medium,hold,Defansif
66,21000,long,sell,Defansif
64,42000,medium,buy,Dengeli
29,77000,medium,hold,Agresif
33,24000,medium,buy,Agresif
41,77000,short,buy,Agresif
36,50000,long,buy,Agresif
25,22000,short,hold,Defansif
48,17000,medium,sell,Defansif
38,17000,short,sell,Defansif
34,33000,short,sell,Defansif
40,45000,medium,sell,Defansif
54,83000,long,hold,Agresif
71,69000,long,hold,Agresif
33,29000,short,buy,Agresif
23,60000,short,sell,Defansif
25,91000,long,hold,Agresif
42,96000,medium,sell,Dengeli
35,42000,short,sell,Defansif
42,73000,long,sell,Agresif
29,84000,long,hold,Agresif
32,17000,long,sell,Dengeli
43,37000,long,hold,Dengeli
58,105000,long,sell,Dengeli
62,42000,short,buy,Dengeli
43,17000,short,buy,Agresif
64,46000,medium,buy,Dengeli
49,78000,medium,buy,Agresif
27,50000,medium,buy,Agresif
33,67000,medium,buy,Agresif
24,73000,medium,hold,Agresif
34,41000,medium,sell,Defansif
40,37000,short,sell,Defansif
43,53000,medium,sell,Defansif
38,54000,medium,hold,Agresif
39,51000,long,hold,Agresif
75,52000,short,buy,Dengeli
24,31000,medium,buy,Agresif
31,68000,long,hold,Agresif
32,64000,medium,hold,Agresif
70,17000,short,buy,Defansif
24,40000,medium,sell,Dengeli
26,52000,medium,hold,Agresif
68,36000,long,sell,Defansif
65,65000,short,hold,Defansif
25,48000,medium,sell,Dengeli
67,54000,short,buy,Dengeli
40,39000,medium,hold,Dengeli
46,17000,medium,sell,Defansif
35,17000,medium,sell,Defansif
48,64000,medium,hold,Dengeli
47,56000,short,buy,Agresif
69,60000,medium,hold,Defansif
56,53000,medium,hold,Agresif
52,55000,medium,sell,Defansif
35,74000,long,hold,Agresif
59,61000,medium,hold,Dengeli
56,76000,medium,hold,Dengeli
34,54000,short,sell,Defansif
31,42000,medium,hold,Agresif
48,54000,long,hold,Dengeli
41,29000,medium,buy,Agresif
52,40000,long,buy,Agresif
61,54000,medium,hold,Dengeli
62,54000,long,hold,Agresif
51,47000,short,sell,Defansif
20,17000,long,buy,Agresif
54,65000,medium,hold,Dengeli
60,70000,medium,sell,Defansif
57,91000,medium,hold,Agresif
43,61000,medium,buy,Agresif
72,50000,long,sell,Defansif
40,24000,short,hold,Dengeli
61,87000,short,hold,Dengeli
56,56000,medium,sell,Defansif
32,54000,medium,sell,Defansif
73,43000,medium,buy,Agresif
66,42000,medium,buy,Agresif
21,67000,medium,sell,Dengeli
46,24000,long,buy,Agresif
39,90000,medium,hold,Agresif
42,85000,short,hold,Dengeli
30,41000,long,hold,Agresif
35,28000,medium,buy,Agresif
50,17000,medium,hold,Dengeli
33,18000,medium,sell,Defansif
62,68000,short,buy,Dengeli
59,57000,medium,hold,Dengeli
61,62000,long,sell,Defansif
19,17000,short,hold,Defansif
72,40000,medium,hold,Defansif
52,84000,long,buy,Agresif
59,47000,long,hold,Dengeli
51,18000,medium,sell,Defansif
47,47000,medium,hold,Agresif
72,30000,medium,hold,Defansif
30,58000,long,sell,Defansif
30,50000,long,hold,Agresif
35,63000,short,buy,Agresif
49,19000,medium,sell,Defansif
49,38000,medium,hold,Dengeli
52,77000,long,sell,Defansif
56,17000,medium,sell,Defansif
63,24000,medium,hold,Dengeli
69,54000,long,sell,Dengeli
46,57000,short,buy,Dengeli
66,37000,short,sell,Defansif
46,43000,medium,hold,Dengeli
70,63000,medium,sell,Defansif
61,71000,short,buy,Agresif
74,23000,short,hold,Defansif
33,59000,medium,hold,Agresif
73,87000,long,sell,Dengeli
61,47000,medium,hold,Dengeli
64,23000,medium,sell,Defansif
74,21000,medium,buy,Dengeli
27,45000,long,hold,Agresif
47,75000,long,hold,Agresif
42,48000,medium,hold,Dengeli
56,54000,short,hold,Defansif
37,25000,short,hold,Dengeli
22,74000,short,hold,Agresif
18,21000,medium,hold,Dengeli
47,37000,long,hold,Agresif
66,65000,long,hold,Dengeli
20,17000,medium,sell,Defansif
62,54000,long,buy,Agresif
31,24000,long,hold,Agresif
73,50000,medium,hold,Defansif
47,41000,medium,buy,Agresif
67,102000,long,sell,Defansif
21,40000,medium,buy,Agresif
35,96000,long,buy,Agresif
54,64000,long,buy,Dengeli
42,29000,medium,buy,Agresif
65,58000,long,hold,Dengeli
18,42000,long,sell,Dengeli
70,56000,medium,hold,Defansif
63,32000,medium,sell,Defansif
32,92000,short,sell,Dengeli
26,73000,medium,hold,Agresif
32,50000,medium,sell,Defansif
66,93000,short,buy,Dengeli
74,51000,short,buy,Dengeli
41,77000,short,buy,Agresif
21,50000,long,hold,Agresif
29,59000,long,buy,Agresif
75,47000,long,buy,Agresif
54,52000,medium,hold,Dengeli
54,54000,long,sell,Dengeli
60,33000,long,buy,Agresif
23,39000,medium,buy,Agresif
56,44000,medium,hold,Dengeli
73,55000,short,sell,Defansif
63,49000,long,hold,Agresif
41,79000,medium,sell,Dengeli
28,71000,medium,buy,Agresif
30,45000,medium,buy,Agresif
51,84000,medium,sell,Defansif
42,96000,medium,hold,Dengeli
24,17000,medium,sell,Defansif
69,73000,short,hold,Defansif
21,32000,long,sell,Dengeli
25,70000,medium,hold,Agresif
37,80000,medium,hold,Agresif
46,28000,medium,sell,Defansif
71,17000,medium,hold,Defansif
70,70000,medium,sell,Defansif
68,53000,medium,hold,Dengeli
62,17000,long,sell,Defansif
63,113000,long,hold,Agresif
27,65000,long,buy,Agresif
60,66000,short,buy,Dengeli
51,84000,medium,buy,Agresif
74,35000,long,buy,Agresif
43,53000,medium,sell,Dengeli
58,17000,short,sell,Defansif
66,34000,medium,hold,Defansif
75,59000,short,buy,Dengeli
20,17000,short,buy,Agresif
73,34000,long,sell,Defansif
23,26000,medium,hold,Agresif
22,53000,medium,sell,Dengeli
22,64000,long,hold,Agresif
71,68000,long,hold,Agresif
64,74000,medium,sell,Defansif
40,84000,medium,hold,Agresif
66,65000,long,hold,Dengeli
26,97000,long,hold,Agresif
52,52000,medium,sell,Dengeli
37,45000,long,buy,Agresif
75,65000,medium,hold,Defansif
66,44000,medium,buy,Dengeli
59,96000,medium,buy,Agresif
52,78000,medium,sell,Dengeli
67,68000,long,sell,Defansif
35,53000,medium,hold,Agresif
34,39000,short,sell,Defansif
41,67000,medium,buy,Agresif
20,21000,medium,hold,Dengeli
49,88000,medium,buy,Agresif
52,45000,medium,sell,Dengeli
55,57000,medium,sell,Defansif
30,27000,long,hold,Dengeli
73,68000,short,sell,Defansif
64,38000,medium,hold,Dengeli
42,66000,long,buy,Agresif
26,68000,medium,hold,Agresif
21,33000,medium,hold,Agresif
31,21000,long,sell,Dengeli
